area,setting,survey,gear_type,station,Net ID,net_length_m,net_depth_m,mesh_size_mm,valid_set,year,date_and_time_set,date_and_time_checked,total_soaktime_h,lktr_caught,lktr_wt_g,lktr_wt_kg,lktr_npue_num_per100m2_per24h,lktr_bpue_g_per100m2_per24h,lktr_npue_num_perm2_per24h,lktr_bpue_g_perm2_per24h,lktr_bpue_kg_perm2_per24h,notes_cl
III,bot,FIGS,benthic,202,,10.9728,1.8288,13,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,202,,10.9728,1.8288,19,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,202,,10.9728,1.8288,25,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,202,,10.9728,1.8288,32,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,202,,10.9728,1.8288,38,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,202,,21.9456,1.8288,51,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,202,,21.9456,1.8288,64,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,202,,21.9456,1.8288,89,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,202,,21.9456,1.8288,114,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,202,,21.9456,1.8288,140,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIH,coney,202,,182.88,6.858,133,Y,2012,7/30/2012 12:35,7/31/2012 14:33,25.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,199,,10.9728,1.8288,13,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,199,,10.9728,1.8288,19,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,199,,10.9728,1.8288,25,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,199,,10.9728,1.8288,32,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,199,,10.9728,1.8288,38,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,199,,21.9456,1.8288,51,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,199,,21.9456,1.8288,64,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,199,,21.9456,1.8288,89,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,199,,21.9456,1.8288,114,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,199,,21.9456,1.8288,140,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIH,coney,199,,182.88,6.858,133,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,p30,FIGS,pelagic,199,,10.9728,3.6576,13,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 08APR2024 changed gear_type from p30 to pelagic for net area calc  04APR2024 added setting guess based on gear type
III,p30,FIGS,pelagic,199,,10.9728,3.6576,19,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 08APR2024 changed gear_type from p30 to pelagic for net area calc  04APR2024 added setting guess based on gear type
III,p30,FIGS,pelagic,199,,10.9728,3.6576,25,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 08APR2024 changed gear_type from p30 to pelagic for net area calc  04APR2024 added setting guess based on gear type
III,p30,FIGS,pelagic,199,,10.9728,3.6576,32,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 08APR2024 changed gear_type from p30 to pelagic for net area calc  04APR2024 added setting guess based on gear type
III,p30,FIGS,pelagic,199,,10.9728,3.6576,38,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 08APR2024 changed gear_type from p30 to pelagic for net area calc  04APR2024 added setting guess based on gear type
III,p30,FIGS,pelagic,199,,21.9456,3.6576,51,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 08APR2024 changed gear_type from p30 to pelagic for net area calc  04APR2024 added setting guess based on gear type
III,p30,FIGS,pelagic,199,,21.9456,3.6576,64,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 08APR2024 changed gear_type from p30 to pelagic for net area calc  04APR2024 added setting guess based on gear type
III,p30,FIGS,pelagic,199,,21.9456,3.6576,89,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 08APR2024 changed gear_type from p30 to pelagic for net area calc  04APR2024 added setting guess based on gear type
III,p30,FIGS,pelagic,199,,21.9456,3.6576,114,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 08APR2024 changed gear_type from p30 to pelagic for net area calc  04APR2024 added setting guess based on gear type
III,p30,FIGS,pelagic,199,,21.9456,3.6576,140,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,CL 08APR2024 changed gear_type from p30 to pelagic for net area calc  04APR2024 added setting guess based on gear type
III,p,FIGS,pelagic,199,,10.9728,3.6576,13,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,199,,10.9728,3.6576,19,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,199,,10.9728,3.6576,25,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,199,,10.9728,3.6576,32,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,199,,10.9728,3.6576,38,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,199,,21.9456,3.6576,51,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,199,,21.9456,3.6576,64,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,199,,21.9456,3.6576,89,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,199,,21.9456,3.6576,114,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,199,,21.9456,3.6576,140,Y,2012,7/31/2012 13:06,8/1/2012 12:38,23.53,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,bot,FIGS,benthic,203,,10.9728,1.8288,13,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,203,,10.9728,1.8288,19,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,203,,10.9728,1.8288,25,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,203,,10.9728,1.8288,32,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,203,,10.9728,1.8288,38,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,203,,21.9456,1.8288,51,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,203,,21.9456,1.8288,64,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,203,,21.9456,1.8288,89,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,203,,21.9456,1.8288,114,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,203,,21.9456,1.8288,140,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
,bot,FIH,coney,203,,182.88,6.858,133,Y,2012,7/31/2012 15:36,8/1/2012 16:00,24.4,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIH,coney,15,,182.88,6.858,133,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
IW,p5,FIGS,pelagic,15,,10.9728,3.6576,13,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
IW,p5,FIGS,pelagic,15,,10.9728,3.6576,19,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
IW,p5,FIGS,pelagic,15,,10.9728,3.6576,25,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
IW,p5,FIGS,pelagic,15,,10.9728,3.6576,32,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
IW,p5,FIGS,pelagic,15,,10.9728,3.6576,38,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
IW,p5,FIGS,pelagic,15,,21.9456,3.6576,51,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
IW,p5,FIGS,pelagic,15,,21.9456,3.6576,64,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
IW,p5,FIGS,pelagic,15,,21.9456,3.6576,89,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
IW,p5,FIGS,pelagic,15,,21.9456,3.6576,114,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
IW,p5,FIGS,pelagic,15,,21.9456,3.6576,140,Y,2012,8/1/2012 9:35,8/2/2012 9:15,23.67,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,170,,10.9728,1.8288,13,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,170,,10.9728,1.8288,19,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,170,,10.9728,1.8288,25,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,170,,10.9728,1.8288,32,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,170,,10.9728,1.8288,38,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,170,,21.9456,1.8288,51,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,170,,21.9456,1.8288,64,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,170,,21.9456,1.8288,89,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,170,,21.9456,1.8288,114,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,170,,21.9456,1.8288,140,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIH,coney,170,,182.88,6.858,133,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,p,FIGS,pelagic,170,,10.9728,3.6576,13,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,170,,10.9728,3.6576,19,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,170,,10.9728,3.6576,25,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,170,,10.9728,3.6576,32,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,170,,10.9728,3.6576,38,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,170,,21.9456,3.6576,51,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,170,,21.9456,3.6576,64,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,170,,21.9456,3.6576,89,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,170,,21.9456,3.6576,114,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,170,,21.9456,3.6576,140,Y,2012,8/1/2012 14:22,8/2/2012 12:20,21.97,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
IE,bot,FIGS,benthic,22,,10.9728,1.8288,13,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,22,,10.9728,1.8288,19,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,22,,10.9728,1.8288,25,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,22,,10.9728,1.8288,32,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,22,,10.9728,1.8288,38,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,22,,21.9456,1.8288,51,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,22,,21.9456,1.8288,64,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,22,,21.9456,1.8288,89,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,22,,21.9456,1.8288,114,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,22,,21.9456,1.8288,140,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IE,bot,FIH,coney,22,,182.88,6.858,133,Y,2012,8/2/2012 10:30,8/3/2012 8:51,22.35,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,6,,10.9728,1.8288,13,Y,2012,8/7/2012 8:40,8/8/2012 8:40,24,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,6,,10.9728,1.8288,19,Y,2012,8/7/2012 8:40,8/8/2012 8:40,24,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,6,,10.9728,1.8288,25,Y,2012,8/7/2012 8:40,8/8/2012 8:40,24,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,6,,10.9728,1.8288,32,Y,2012,8/7/2012 8:40,8/8/2012 8:40,24,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,6,,10.9728,1.8288,38,Y,2012,8/7/2012 8:40,8/8/2012 8:40,24,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,6,,21.9456,1.8288,51,Y,2012,8/7/2012 8:40,8/8/2012 8:40,24,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,6,,21.9456,1.8288,64,Y,2012,8/7/2012 8:40,8/8/2012 8:40,24,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,6,,21.9456,1.8288,89,Y,2012,8/7/2012 8:40,8/8/2012 8:40,24,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,6,,21.9456,1.8288,114,Y,2012,8/7/2012 8:40,8/8/2012 8:40,24,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,6,,21.9456,1.8288,140,Y,2012,8/7/2012 8:40,8/8/2012 8:40,24,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,7,,10.9728,1.8288,13,Y,2012,8/7/2012 10:30,8/8/2012 11:15,24.75,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,7,,10.9728,1.8288,19,Y,2012,8/7/2012 10:30,8/8/2012 11:15,24.75,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,7,,10.9728,1.8288,25,Y,2012,8/7/2012 10:30,8/8/2012 11:15,24.75,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,7,,10.9728,1.8288,32,Y,2012,8/7/2012 10:30,8/8/2012 11:15,24.75,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,7,,10.9728,1.8288,38,Y,2012,8/7/2012 10:30,8/8/2012 11:15,24.75,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,7,,21.9456,1.8288,51,Y,2012,8/7/2012 10:30,8/8/2012 11:15,24.75,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,7,,21.9456,1.8288,64,Y,2012,8/7/2012 10:30,8/8/2012 11:15,24.75,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,7,,21.9456,1.8288,89,Y,2012,8/7/2012 10:30,8/8/2012 11:15,24.75,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,7,,21.9456,1.8288,114,Y,2012,8/7/2012 10:30,8/8/2012 11:15,24.75,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
IW,bot,FIGS,benthic,7,,21.9456,1.8288,140,Y,2012,8/7/2012 10:30,8/8/2012 11:15,24.75,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,142,,10.9728,1.8288,13,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,142,,10.9728,1.8288,19,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,142,,10.9728,1.8288,25,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,142,,10.9728,1.8288,32,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,142,,10.9728,1.8288,38,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,142,,21.9456,1.8288,51,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,142,,21.9456,1.8288,64,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,142,,21.9456,1.8288,89,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,142,,21.9456,1.8288,114,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIGS,benthic,142,,21.9456,1.8288,140,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,bot,FIH,coney,142,,182.88,6.858,133,Y,2012,8/7/2012 10:46,8/8/2012 13:27,26.68,,,0,0,0,0,0,0,CL 04APR2024 added setting guess based on gear type
III,p,FIGS,pelagic,142,,10.9728,3.6576,13,Y,2012,8/7/2012 10:46,8/8/2012 12:24,25.63,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,142,,10.9728,3.6576,19,Y,2012,8/7/2012 10:46,8/8/2012 12:24,25.63,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,142,,10.9728,3.6576,25,Y,2012,8/7/2012 10:46,8/8/2012 12:24,25.63,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,142,,10.9728,3.6576,32,Y,2012,8/7/2012 10:46,8/8/2012 12:24,25.63,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,142,,10.9728,3.6576,38,Y,2012,8/7/2012 10:46,8/8/2012 12:24,25.63,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,142,,21.9456,3.6576,51,Y,2012,8/7/2012 10:46,8/8/2012 12:24,25.63,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,142,,21.9456,3.6576,64,Y,2012,8/7/2012 10:46,8/8/2012 12:24,25.63,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,142,,21.9456,3.6576,89,Y,2012,8/7/2012 10:46,8/8/2012 12:24,25.63,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,142,,21.9456,3.6576,114,Y,2012,8/7/2012 10:46,8/8/2012 12:24,25.63,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
III,p,FIGS,pelagic,142,,21.9456,3.6576,140,Y,2012,8/7/2012 10:46,8/8/2012 12:24,25.63,,,0,0,0,0,0,0,"CL 04APR2024 made up setting 'p' based on based on gear type, do not know set depth ie p5 or p20 or another setting"
